paperID,authorID,review,decision
20184,10024,Good good,Approved
20184,10024,Bad...bad,Approved
20184,10023,Good good,Approved
20185,10013,Good good,Approved
20185,10007,Bad...bad,Approved
20185,10008,Good good,Approved
20186,10006,Good good,Approved
20186,10021,Bad...bad,Approved
20186,10009,Good good,Approved
20187,10029,Good good,Approved
20187,10028,Bad...bad,Approved
20187,10028,Good good,Approved
20188,10006,Good good,Approved
20188,10026,Bad...bad,Approved
20188,10013,Good good,Approved
20189,10007,Good good,Approved
20189,10015,Bad...bad,Approved
20189,10030,Good good,Approved
20190,10024,Good good,Approved
20190,10012,Bad...bad,Approved
20190,10011,Good good,Approved
20191,10021,Good good,Approved
20191,10021,Bad...bad,Approved
20191,10009,Good good,Approved
20192,10006,Good good,Approved
20192,10005,Bad...bad,Approved
20192,10021,Good good,Approved
20193,10026,Good good,Approved
20193,10005,Bad...bad,Approved
20193,10003,Good good,Approved
20194,10019,Good good,Approved
20194,10022,Bad...bad,Approved
20194,10001,Good good,Approved
20195,10027,Good good,Approved
20195,10005,Bad...bad,Approved
20195,10010,Good good,Approved
20196,10006,Good good,Approved
20196,10026,Bad...bad,Approved
20196,10016,Good good,Approved
20197,10009,Good good,Approved
20197,10021,Bad...bad,Approved
20197,10026,Good good,Approved
20198,10021,Good good,Approved
20198,10002,Bad...bad,Approved
20198,10015,Good good,Approved
20199,10018,Good good,Approved
20199,10019,Bad...bad,Approved
20199,10011,Good good,Approved
20200,10030,Good good,Approved
20200,10021,Bad...bad,Approved
20200,10025,Good good,Approved
20201,10016,Good good,Approved
20201,10016,Bad...bad,Approved
20201,10014,Good good,Approved
20202,10027,Good good,Approved
20202,10007,Bad...bad,Approved
20202,10030,Good good,Approved
20203,10030,Good good,Approved
20203,10019,Bad...bad,Approved
20203,10029,Good good,Approved
20204,10030,Good good,Approved
20204,10005,Bad...bad,Approved
20204,10005,Good good,Approved
20205,10001,Good good,Approved
20205,10003,Bad...bad,Approved
20205,10014,Good good,Approved
20206,10014,Good good,Approved
20206,10006,Bad...bad,Approved
20206,10030,Good good,Approved
20207,10013,Good good,Approved
20207,10029,Bad...bad,Approved
20207,10027,Good good,Approved
20208,10017,Good good,Approved
20208,10019,Bad...bad,Approved
20208,10008,Good good,Approved
20209,10030,Good good,Approved
20209,10018,Bad...bad,Approved
20209,10015,Good good,Approved
20210,10004,Good good,Approved
20210,10017,Bad...bad,Approved
20210,10017,Good good,Approved
20211,10030,Good good,Approved
20211,10021,Bad...bad,Approved
20211,10021,Good good,Approved
20212,10012,Good good,Approved
20212,10017,Bad...bad,Approved
20212,10021,Good good,Approved
20213,10026,Good good,Approved
20213,10006,Bad...bad,Approved
20213,10023,Good good,Approved
20214,10009,Good good,Approved
20214,10029,Bad...bad,Approved
20214,10013,Good good,Approved
20215,10022,Good good,Approved
20215,10014,Bad...bad,Approved
20215,10030,Good good,Approved
20216,10019,Good good,Approved
20216,10010,Bad...bad,Approved
20216,10017,Good good,Approved
20217,10001,Good good,Approved
20217,10013,Bad...bad,Approved
20217,10012,Good good,Approved
20218,10015,Good good,Approved
20218,10004,Bad...bad,Approved
20218,10019,Good good,Approved
20219,10005,Good good,Approved
20219,10021,Bad...bad,Approved
20219,10005,Good good,Approved
20220,10017,Good good,Approved
20220,10027,Bad...bad,Approved
20220,10005,Good good,Approved
20221,10028,Good good,Approved
20221,10027,Bad...bad,Approved
20221,10008,Good good,Approved
20222,10030,Good good,Approved
20222,10019,Bad...bad,Approved
20222,10009,Good good,Approved
20223,10005,Good good,Approved
20223,10010,Bad...bad,Approved
20223,10014,Good good,Approved
20224,10004,Good good,Approved
20224,10005,Bad...bad,Approved
20224,10029,Good good,Approved
20225,10025,Good good,Approved
20225,10006,Bad...bad,Approved
20225,10021,Good good,Approved
20226,10006,Good good,Approved
20226,10024,Bad...bad,Approved
20226,10013,Good good,Approved
20227,10026,Good good,Approved
20227,10011,Bad...bad,Approved
20227,10013,Good good,Approved
20228,10008,Good good,Approved
20228,10011,Bad...bad,Approved
20228,10015,Good good,Approved
20229,10029,Good good,Approved
20229,10020,Bad...bad,Approved
20229,10020,Good good,Approved
20230,10001,Good good,Approved
20230,10030,Bad...bad,Approved
20230,10023,Good good,Approved
20231,10028,Good good,Approved
20231,10013,Bad...bad,Approved
20231,10009,Good good,Approved
20232,10028,Good good,Approved
20232,10005,Bad...bad,Approved
20232,10030,Good good,Approved
20233,10015,Good good,Approved
20233,10021,Bad...bad,Approved
20233,10024,Good good,Approved
20234,10005,Good good,Approved
20234,10019,Bad...bad,Approved
20234,10010,Good good,Approved
20235,10028,Good good,Approved
20235,10012,Bad...bad,Approved
20235,10001,Good good,Approved
20236,10004,Good good,Approved
20236,10029,Bad...bad,Approved
20236,10023,Good good,Approved
20237,10005,Good good,Approved
20237,10006,Bad...bad,Approved
20237,10019,Good good,Approved
20238,10007,Good good,Approved
20238,10008,Bad...bad,Approved
20238,10008,Good good,Approved
20239,10023,Good good,Approved
20239,10004,Bad...bad,Approved
20239,10024,Good good,Approved
20240,10009,Good good,Approved
20240,10005,Bad...bad,Approved
20240,10005,Good good,Approved
20241,10008,Good good,Approved
20241,10026,Bad...bad,Approved
20241,10016,Good good,Approved
20242,10028,Good good,Approved
20242,10022,Bad...bad,Approved
20242,10014,Good good,Approved
20243,10005,Good good,Approved
20243,10030,Bad...bad,Approved
20243,10020,Good good,Approved
20244,10011,Good good,Approved
20244,10013,Bad...bad,Approved
20244,10029,Good good,Approved
20245,10007,Good good,Approved
20245,10010,Bad...bad,Approved
20245,10021,Good good,Approved
20246,10030,Good good,Approved
20246,10020,Bad...bad,Approved
20246,10010,Good good,Approved
20247,10009,Good good,Approved
20247,10022,Bad...bad,Approved
20247,10024,Good good,Approved
20248,10010,Good good,Approved
20248,10026,Bad...bad,Approved
20248,10028,Good good,Approved
20249,10007,Good good,Approved
20249,10004,Bad...bad,Approved
20249,10003,Good good,Approved
20250,10022,Good good,Approved
20250,10022,Bad...bad,Approved
20250,10013,Good good,Approved
20251,10022,Good good,Approved
20251,10023,Bad...bad,Approved
20251,10023,Good good,Approved
20252,10027,Good good,Approved
20252,10005,Bad...bad,Approved
20252,10012,Good good,Approved
20253,10014,Good good,Approved
20253,10029,Bad...bad,Approved
20253,10014,Good good,Approved
20254,10018,Good good,Approved
20254,10010,Bad...bad,Approved
20254,10023,Good good,Approved
20255,10028,Good good,Approved
20255,10015,Bad...bad,Approved
20255,10024,Good good,Approved
20256,10016,Good good,Approved
20256,10012,Bad...bad,Approved
20256,10016,Good good,Approved
20257,10023,Good good,Approved
20257,10030,Bad...bad,Approved
20257,10029,Good good,Approved
20258,10009,Good good,Approved
20258,10023,Bad...bad,Approved
20258,10021,Good good,Approved
20259,10020,Good good,Approved
20259,10006,Bad...bad,Approved
20259,10010,Good good,Approved
20260,10017,Good good,Approved
20260,10016,Bad...bad,Approved
20260,10024,Good good,Approved
20261,10030,Good good,Approved
20261,10003,Bad...bad,Approved
20261,10014,Good good,Approved
20262,10022,Good good,Approved
20262,10005,Bad...bad,Approved
20262,10016,Good good,Approved
20263,10012,Good good,Approved
20263,10019,Bad...bad,Approved
20263,10028,Good good,Approved
20264,10023,Good good,Approved
20264,10007,Bad...bad,Approved
20264,10001,Good good,Approved
20265,10002,Good good,Approved
20265,10012,Bad...bad,Approved
20265,10005,Good good,Approved
20266,10026,Good good,Approved
20266,10024,Bad...bad,Approved
20266,10007,Good good,Approved
20267,10014,Good good,Approved
20267,10022,Bad...bad,Approved
20267,10026,Good good,Approved
20268,10010,Good good,Approved
20268,10014,Bad...bad,Approved
20268,10016,Good good,Approved
20269,10025,Good good,Approved
20269,10009,Bad...bad,Approved
20269,10030,Good good,Approved
20270,10028,Good good,Approved
20270,10019,Bad...bad,Approved
20270,10022,Good good,Approved
20271,10007,Good good,Approved
20271,10010,Bad...bad,Approved
20271,10024,Good good,Approved
20272,10004,Good good,Approved
20272,10013,Bad...bad,Approved
20272,10026,Good good,Approved
20273,10019,Good good,Approved
20273,10019,Bad...bad,Approved
20273,10012,Good good,Approved
20274,10020,Good good,Approved
20274,10012,Bad...bad,Approved
20274,10029,Good good,Approved
20275,10020,Good good,Approved
20275,10027,Bad...bad,Approved
20275,10019,Good good,Approved
20276,10006,Good good,Approved
20276,10002,Bad...bad,Approved
20276,10012,Good good,Approved
20277,10018,Good good,Approved
20277,10019,Bad...bad,Approved
20277,10029,Good good,Approved
20278,10024,Good good,Approved
20278,10005,Bad...bad,Approved
20278,10005,Good good,Approved
20279,10003,Good good,Approved
20279,10013,Bad...bad,Approved
20279,10023,Good good,Approved
20280,10028,Good good,Approved
20280,10015,Bad...bad,Approved
20280,10003,Good good,Approved
20281,10016,Good good,Approved
20281,10028,Bad...bad,Approved
20281,10012,Good good,Approved
20282,10019,Good good,Approved
20282,10028,Bad...bad,Approved
20282,10026,Good good,Approved
20283,10020,Good good,Approved
20283,10020,Bad...bad,Approved
20283,10013,Good good,Approved
20284,10001,Good good,Approved
20284,10020,Bad...bad,Approved
20284,10012,Good good,Approved
20285,10002,Good good,Approved
20285,10024,Bad...bad,Approved
20285,10024,Good good,Approved
20286,10029,Good good,Approved
20286,10009,Bad...bad,Approved
20286,10021,Good good,Approved
20287,10012,Good good,Approved
20287,10024,Bad...bad,Approved
20287,10023,Good good,Approved
20288,10002,Good good,Approved
20288,10002,Bad...bad,Approved
20288,10011,Good good,Approved
20289,10007,Good good,Approved
20289,10017,Bad...bad,Approved
20289,10028,Good good,Approved
20290,10010,Good good,Approved
20290,10018,Bad...bad,Approved
20290,10027,Good good,Approved
20291,10005,Good good,Approved
20291,10026,Bad...bad,Approved
20291,10014,Good good,Approved
20292,10021,Good good,Approved
20292,10011,Bad...bad,Approved
20292,10030,Good good,Approved
20293,10018,Good good,Approved
20293,10030,Bad...bad,Approved
20293,10004,Good good,Approved
20294,10025,Good good,Approved
20294,10023,Bad...bad,Approved
20294,10026,Good good,Approved
20295,10006,Good good,Approved
20295,10027,Bad...bad,Approved
20295,10019,Good good,Approved
20296,10022,Good good,Approved
20296,10025,Bad...bad,Approved
20296,10002,Good good,Approved
20297,10030,Good good,Approved
20297,10020,Bad...bad,Approved
20297,10010,Good good,Approved
20298,10021,Good good,Approved
20298,10013,Bad...bad,Approved
20298,10014,Good good,Approved
20299,10016,Good good,Approved
20299,10027,Bad...bad,Approved
20299,10014,Good good,Approved
20300,10005,Good good,Approved
20300,10015,Bad...bad,Approved
20300,10001,Good good,Approved
20301,10025,Good good,Approved
20301,10013,Bad...bad,Approved
20301,10009,Good good,Approved
20302,10019,Good good,Approved
20302,10011,Bad...bad,Approved
20302,10018,Good good,Approved
20303,10030,Good good,Approved
20303,10002,Bad...bad,Approved
20303,10013,Good good,Approved
20304,10024,Good good,Approved
20304,10002,Bad...bad,Approved
20304,10001,Good good,Approved
20305,10025,Good good,Approved
20305,10009,Bad...bad,Approved
20305,10011,Good good,Approved
20306,10011,Good good,Approved
20306,10019,Bad...bad,Approved
20306,10001,Good good,Approved
20307,10002,Good good,Approved
20307,10027,Bad...bad,Approved
20307,10010,Good good,Approved
20308,10014,Good good,Approved
20308,10010,Bad...bad,Approved
20309,10017,Good good,Approved
20309,10008,Good good,Approved
20309,10011,Bad...bad,Approved
20310,10024,Good good,Approved
20310,10021,Good good,Approved
20310,10017,Bad...bad,Approved
20311,10013,Good good,Approved
20311,10017,Good good,Approved
20311,10006,Bad...bad,Approved
20312,10020,Good good,Approved
20312,10002,Good good,Approved
20312,10029,Bad...bad,Approved
20313,10007,Good good,Approved
20313,10006,Good good,Approved
20313,10009,Bad...bad,Approved
20314,10028,Good good,Approved
20314,10021,Good good,Approved
20314,10016,Bad...bad,Approved
20315,10020,Good good,Approved
20315,10017,Good good,Approved
20315,10012,Bad...bad,Approved
20316,10029,Good good,Approved
20316,10012,Good good,Approved
20316,10017,Bad...bad,Approved
20317,10030,Good good,Approved
20317,10004,Good good,Approved
20317,10018,Bad...bad,Approved
20318,10010,Good good,Approved
20318,10014,Good good,Approved
20318,10012,Bad...bad,Approved
20319,10026,Good good,Approved
20319,10022,Good good,Approved
20319,10008,Bad...bad,Approved
20320,10020,Good good,Approved
20320,10015,Good good,Approved
20320,10011,Bad...bad,Approved
20321,10021,Good good,Approved
20321,10008,Good good,Approved
20321,10009,Bad...bad,Approved
20322,10015,Good good,Approved
20322,10019,Good good,Approved
20322,10026,Bad...bad,Approved
20323,10007,Good good,Approved
20323,10007,Good good,Approved
20323,10010,Bad...bad,Approved
20324,10023,Good good,Approved
20324,10018,Good good,Approved
20324,10005,Bad...bad,Approved
20325,10021,Good good,Approved
20325,10025,Good good,Approved
20325,10015,Bad...bad,Approved
20326,10007,Good good,Approved
20326,10020,Good good,Approved
20326,10026,Bad...bad,Approved
20327,10016,Good good,Approved
20327,10005,Good good,Approved
20327,10025,Bad...bad,Approved
20328,10023,Good good,Approved
20328,10018,Good good,Approved
20328,10003,Bad...bad,Approved
20329,10007,Good good,Approved
20329,10007,Good good,Approved
20329,10014,Bad...bad,Approved
20330,10018,Good good,Approved
20330,10028,Good good,Approved
20330,10004,Bad...bad,Approved
20331,10011,Good good,Approved
20331,10003,Good good,Approved
20331,10012,Bad...bad,Approved
20332,10018,Good good,Approved
20332,10004,Good good,Approved
20332,10009,Bad...bad,Approved
